x_,y_,t_,id,sex
4613517.938663493,2634281.084702523,2020-05-20T03:20:36Z,15,f
4619358.126552666,2629112.1686248695,2020-05-20T03:20:38Z,3,f
4610068.630385303,2624872.5759897446,2020-05-20T03:20:39Z,8,f
4611396.640179485,2625874.6026266646,2020-05-20T03:20:39Z,20,m
4617059.673779627,2628021.7799617527,2020-05-20T03:21:00Z,16,f
4618486.971127495,2628858.5029420806,2020-05-20T06:40:22Z,3,f
4613321.351240315,2634422.8425455266,2020-05-20T06:40:38Z,15,f
4613000.416253962,2633338.321997261,2020-05-20T06:40:38Z,13,f
4610150.582090949,2624934.025501212,2020-05-20T06:40:39Z,8,f
4617105.217009004,2628041.9774154183,2020-05-20T06:40:39Z,16,f
4611390.2228557365,2626246.3668536935,2020-05-20T06:40:39Z,20,m
4610554.344412893,2624977.5132536357,2020-05-20T06:40:40Z,2,f
4617082.894762481,2628035.2965531787,2020-05-20T10:00:23Z,16,f
4613059.382023118,2633280.260357965,2020-05-20T10:00:28Z,13,f
4613265.318638225,2634636.349034709,2020-05-20T10:00:29Z,15,f
4611088.487259675,2626513.931867442,2020-05-20T10:00:32Z,20,m
4610102.480783535,2624912.9081174014,2020-05-20T10:00:38Z,8,f
4610546.550975652,2624984.328435022,2020-05-20T10:00:38Z,2,f
4618446.974483324,2628841.5546840555,2020-05-20T10:00:39Z,3,f
4618502.9184609335,2628832.1829771716,2020-05-20T13:20:25Z,3,f
4613297.294897642,2634587.9300874546,2020-05-20T13:20:31Z,15,f
4617133.365923849,2627996.7725550975,2020-05-20T13:20:38Z,16,f
4611037.598962618,2626533.39372027,2020-05-20T13:20:38Z,20,m
4610118.909259663,2624889.561234844,2020-05-20T13:20:39Z,8,f
4612990.712719981,2633430.744517076,2020-05-20T13:20:39Z,13,f
4610549.405377831,2624976.837096614,2020-05-20T13:20:39Z,2,f
4613334.302073305,2634582.201588878,2020-05-20T16:40:23Z,15,f
4617150.5123350965,2628003.183462389,2020-05-20T16:40:26Z,16,f
4612890.702502282,2633297.8781309603,2020-05-20T16:40:32Z,13,f
4609933.964765726,2624825.840079308,2020-05-20T16:40:35Z,8,f
4610876.665001133,2626599.4208554765,2020-05-20T16:40:38Z,20,m
4618850.192258852,2628972.6083885636,2020-05-20T16:41:38Z,3,f
4612976.2934934795,2633487.2826640336,2020-05-20T20:00:22Z,13,f
4609646.033695863,2624458.20412872,2020-05-20T20:00:29Z,8,f
4617120.094764663,2627999.050102938,2020-05-20T20:00:33Z,16,f
4613808.460204839,2634296.936962509,2020-05-20T20:00:37Z,15,f
4609891.580015451,2624179.643465031,2020-05-20T20:00:38Z,2,f
4619055.948753721,2629541.8195608184,2020-05-20T20:00:39Z,3,f
4609917.395993747,2624501.7038180185,2020-05-20T20:01:17Z,20,m
4609982.596396071,2624169.8494583787,2020-05-20T23:20:21Z,2,f
4619444.132373039,2629481.1847327575,2020-05-20T23:20:26Z,3,f
4613787.350369627,2634329.366667403,2020-05-20T23:20:28Z,15,f
4609597.445657797,2624512.5862578293,2020-05-20T23:20:29Z,8,f
4609821.367276935,2624015.698798436,2020-05-20T23:20:38Z,20,m
4612916.384188396,2633482.0752849104,2020-05-20T23:20:38Z,13,f
4617118.384448705,2628086.7926393594,2020-05-20T23:20:48Z,16,f
4619647.227985959,2629495.26850886,2020-05-21T02:40:38Z,3,f
4612819.989210663,2633402.8584591746,2020-05-21T02:40:38Z,13,f
4609999.283914294,2624461.747046341,2020-05-21T02:40:38Z,2,f
4617229.994824762,2628044.671631998,2020-05-21T02:40:39Z,16,f
4613571.983429344,2634185.4352480858,2020-05-21T02:40:56Z,15,f
4609586.8582064705,2624389.8591725873,2020-05-21T02:41:08Z,8,f
4610407.3921312755,2624491.866815837,2020-05-21T02:41:08Z,20,m
4610118.213117163,2624902.253904495,2020-05-21T06:00:21Z,8,f
4613066.594603078,2634211.9802136985,2020-05-21T06:00:28Z,15,f
4609940.579123698,2624649.2563049514,2020-05-21T06:00:31Z,2,f
4619134.795775918,2628911.605029933,2020-05-21T06:00:35Z,3,f
4610557.660228609,2624755.3636223576,2020-05-21T06:00:36Z,20,m
4612833.988920024,2633478.256536514,2020-05-21T06:00:36Z,13,f
4617081.990991353,2627966.087201438,2020-05-21T06:00:38Z,16,f
4610140.347987235,2624922.049001644,2020-05-21T09:20:17Z,8,f
4610544.442533571,2624699.9584804503,2020-05-21T09:20:21Z,20,m
4612842.290018406,2633503.7178261685,2020-05-21T09:20:21Z,13,f
4617063.995922796,2627925.687615674,2020-05-21T09:20:33Z,16,f
4619098.020854125,2628965.2583092437,2020-05-21T09:20:35Z,3,f
4609952.356620342,2624662.5837259186,2020-05-21T09:20:38Z,2,f
4613050.997270125,2634196.749999254,2020-05-21T09:20:55Z,15,f
4618485.019725526,2628939.0206916113,2020-05-21T12:40:26Z,3,f
4617091.953905689,2627970.001546238,2020-05-21T12:40:38Z,16,f
4610524.984715666,2624665.8730697813,2020-05-21T12:40:38Z,20,m
4610110.746838484,2624866.659259655,2020-05-21T12:40:38Z,2,f
4610094.958325731,2624917.1920635686,2020-05-21T12:40:39Z,8,f
4612997.042173119,2634160.0252801953,2020-05-21T12:40:39Z,15,f
4612903.450473346,2633441.1003779694,2020-05-21T12:40:40Z,13,f
4609976.725017091,2624806.802745032,2020-05-21T16:00:16Z,8,f
4610512.441689158,2624589.2888836227,2020-05-21T16:00:23Z,20,m
4613318.837600648,2634097.6939200712,2020-05-21T16:00:32Z,15,f
4616929.504773329,2627916.974614139,2020-05-21T16:00:36Z,16,f
4610110.948652318,2624890.85295654,2020-05-21T16:00:37Z,2,f
4618136.759143432,2628991.6297400338,2020-05-21T16:00:38Z,3,f
4612970.59196493,2633909.1713344264,2020-05-21T16:00:38Z,13,f
4617085.422349622,2628295.953766386,2020-05-21T19:20:23Z,16,f
4609907.827171193,2624804.145105657,2020-05-21T19:20:36Z,8,f
4613836.748588341,2634341.678210249,2020-05-21T19:20:38Z,15,f
4610047.208161535,2624577.4663348016,2020-05-21T19:20:38Z,2,f
4610586.073209134,2624720.325273104,2020-05-21T19:20:56Z,20,m
4619161.130647532,2629133.2108536684,2020-05-21T19:21:02Z,3,f
4612955.181606812,2633972.4474168285,2020-05-21T19:21:08Z,13,f
4613816.834985151,2634358.894500587,2020-05-21T22:40:21Z,15,f
4612896.542906427,2634116.6605456574,2020-05-21T22:40:21Z,13,f
4609613.6177331805,2624427.281946573,2020-05-21T22:40:38Z,8,f
4617166.721710315,2628357.902983924,2020-05-21T22:40:38Z,16,f
4619164.798229256,2629571.3021268444,2020-05-21T22:40:38Z,3,f
4609737.446355472,2624291.0232791714,2020-05-21T22:40:38Z,2,f
4610604.763837643,2624549.872661098,2020-05-21T22:41:19Z,20,m
4610019.6655438375,2624286.288550585,2020-05-22T02:00:22Z,2,f
4619394.125253918,2629436.9704024084,2020-05-22T02:00:25Z,3,f
4613717.449439984,2634233.2563351467,2020-05-22T02:00:38Z,15,f
4616897.347763042,2628443.136205379,2020-05-22T02:00:38Z,16,f
4610672.753942371,2624642.4379815543,2020-05-22T02:00:39Z,20,m
4612938.266170547,2634089.5327003943,2020-05-22T02:00:43Z,13,f
4609448.905202276,2624378.607052078,2020-05-22T02:02:08Z,8,f
4610927.484081383,2624790.35818171,2020-05-22T05:20:15Z,20,m
4617184.964916032,2628547.248707817,2020-05-22T05:20:22Z,16,f
4613051.822749912,2634247.709200208,2020-05-22T05:20:37Z,15,f
4610235.661202805,2624866.2329209615,2020-05-22T05:20:38Z,8,f
4618915.985883695,2628861.072938576,2020-05-22T05:20:38Z,3,f
4612851.887450028,2634182.249382186,2020-05-22T05:20:38Z,13,f
4610135.2878624275,2624947.6718311068,2020-05-22T05:20:39Z,2,f
4610131.329736232,2624956.8042225232,2020-05-22T08:40:27Z,8,f
4612829.460418362,2634133.996658746,2020-05-22T08:40:27Z,13,f
4617199.684770299,2628533.5906470227,2020-05-22T08:40:36Z,16,f
4618419.529905922,2629001.3558765356,2020-05-22T08:40:36Z,3,f
4612870.382774176,2634369.896046764,2020-05-22T08:40:38Z,15,f
4610873.550427991,2624822.3948605256,2020-05-22T08:40:38Z,20,m
4610151.156335109,2624941.6916213688,2020-05-22T08:41:41Z,2,f
4618433.277164564,2629015.654748318,2020-05-22T12:00:16Z,3,f
4617118.391484779,2628581.9614781146,2020-05-22T12:00:37Z,16,f
4610099.48788306,2624897.9062538203,2020-05-22T12:00:38Z,8,f
4612870.432645027,2634414.4506538254,2020-05-22T12:00:38Z,15,f
4610689.738009895,2624786.284338814,2020-05-22T12:00:38Z,20,m
4610148.353253604,2624940.700325796,2020-05-22T12:00:39Z,2,f
4612895.922684487,2634209.975631933,2020-05-22T12:00:44Z,13,f
4617161.955634597,2628570.2332014516,2020-05-22T15:20:12Z,16,f
4610078.6806169925,2624842.115945413,2020-05-22T15:20:27Z,2,f
4610074.359789697,2624863.109472641,2020-05-22T15:20:38Z,8,f
4612625.723975757,2634417.1271425374,2020-05-22T15:20:38Z,15,f
4610509.667887522,2624676.9716819213,2020-05-22T15:20:38Z,20,m
4612667.223960021,2634219.4157438762,2020-05-22T15:20:38Z,13,f
4618442.585996987,2628860.4188093655,2020-05-22T15:20:39Z,3,f
4618404.478573846,2628793.076346906,2020-05-22T18:40:25Z,3,f
4612559.018827777,2634347.503368973,2020-05-22T18:40:36Z,15,f
4610109.45401107,2624732.0997319976,2020-05-22T18:40:38Z,8,f
4617192.328621675,2628368.99883279,2020-05-22T18:40:38Z,16,f
4610510.313828576,2624675.7318021054,2020-05-22T18:40:38Z,20,m
4613124.768618215,2634312.1447218065,2020-05-22T18:40:56Z,13,f
4610114.046476292,2624714.5142267216,2020-05-22T18:40:57Z,2,f
4609825.54329063,2624474.96895572,2020-05-22T22:00:11Z,8,f
4610577.0026863655,2624540.395647301,2020-05-22T22:00:21Z,20,m
4610014.701578698,2624491.806337631,2020-05-22T22:00:21Z,2,f
4617185.7945964085,2628410.2400436895,2020-05-22T22:00:28Z,16,f
4612558.011637685,2634320.7204196523,2020-05-22T22:00:38Z,15,f
4619699.423981681,2629463.222356635,2020-05-22T22:00:38Z,3,f
4612521.169691391,2634281.9106602124,2020-05-22T22:00:38Z,13,f
4620070.556814537,2629689.4239037293,2020-05-23T01:20:20Z,3,f
4609486.318989238,2624428.449872993,2020-05-23T01:20:21Z,8,f
4612861.7085322905,2634847.2174037346,2020-05-23T01:20:22Z,15,f
4610458.924461687,2624513.1614923314,2020-05-23T01:20:32Z,20,m
4612693.022569197,2634396.8298166385,2020-05-23T01:20:37Z,13,f
4616991.022488962,2628260.4781190124,2020-05-23T01:20:38Z,16,f
4609758.854036245,2624486.850812781,2020-05-23T01:20:38Z,2,f
4609517.8634150075,2624471.2064846633,2020-05-23T04:40:27Z,8,f
4610489.816207775,2624563.1032929234,2020-05-23T04:40:38Z,20,m
4620711.639338981,2629503.0359724355,2020-05-23T04:40:38Z,3,f
4612775.002082565,2634332.312843142,2020-05-23T04:40:38Z,13,f
4616850.574889844,2628099.9780608714,2020-05-23T04:40:39Z,16,f
4609741.245797339,2624774.457886653,2020-05-23T04:40:39Z,2,f
4612880.720939655,2634515.965236336,2020-05-23T04:40:59Z,15,f
4609749.780602759,2624777.861801592,2020-05-23T08:00:16Z,2,f
4612900.6357592475,2634350.2390395273,2020-05-23T08:00:38Z,15,f
4616848.389254053,2628048.9472484975,2020-05-23T08:00:38Z,16,f
4610520.607036646,2624653.7702415036,2020-05-23T08:00:39Z,20,m
4612826.154936628,2634396.0467077494,2020-05-23T08:00:40Z,13,f
4609726.972674516,2624738.942035613,2020-05-23T08:00:45Z,8,f
4620882.607263597,2630036.9667522386,2020-05-23T08:01:38Z,3,f
4609717.8918025,2624763.0878491933,2020-05-23T11:20:37Z,8,f
4612824.391497347,2634365.405942859,2020-05-23T11:20:38Z,15,f
4616759.257818277,2627939.0725817177,2020-05-23T11:20:38Z,16,f
4610515.107518177,2624679.370400231,2020-05-23T11:20:38Z,20,m
4620867.675774626,2630090.491467344,2020-05-23T11:20:38Z,3,f
4612765.279789777,2634406.06558411,2020-05-23T11:20:38Z,13,f
4609987.066200256,2624889.6374435257,2020-05-23T11:20:38Z,2,f
4610104.9935404565,2624922.7942885878,2020-05-23T14:40:22Z,2,f
4612786.3159101205,2634342.6543814857,2020-05-23T14:40:25Z,15,f
4620849.134338149,2630054.291855995,2020-05-23T14:40:25Z,3,f
4612781.198194321,2634361.9088886976,2020-05-23T14:40:38Z,13,f
4616738.51707076,2627993.999975269,2020-05-23T14:40:39Z,16,f
4610503.148255379,2624605.785900467,2020-05-23T14:40:39Z,20,m
4610087.887554784,2624879.49623878,2020-05-23T14:40:50Z,8,f
4616735.961796007,2628098.6705073966,2020-05-23T18:00:22Z,16,f
4612627.464884461,2634321.748326077,2020-05-23T18:00:22Z,13,f
4610492.893685912,2624597.201909,2020-05-23T18:00:37Z,20,m
4612671.973224345,2634489.941945474,2020-05-23T18:00:38Z,15,f
4620719.729354051,2629993.986631914,2020-05-23T18:00:38Z,3,f
4609983.532525458,2624824.544285084,2020-05-23T18:00:39Z,2,f
4610104.3828554265,2624753.4792991877,2020-05-23T18:01:09Z,8,f
4619985.073868531,2630074.4478310463,2020-05-23T21:20:11Z,3,f
4610384.84385057,2624337.5559367053,2020-05-23T21:20:21Z,20,m
4609940.513093646,2624470.2114071595,2020-05-23T21:20:27Z,2,f
4609897.514520761,2624455.295495806,2020-05-23T21:20:32Z,8,f
4612804.875143654,2634177.7069467246,2020-05-23T21:20:34Z,13,f
4613693.546758975,2634000.7738835476,2020-05-23T21:20:38Z,15,f
4616597.184635513,2628243.7649152437,2020-05-23T21:20:38Z,16,f
4609332.583673831,2624327.302861132,2020-05-24T00:40:35Z,8,f
4613847.201530521,2634253.537774428,2020-05-24T00:40:37Z,15,f
4610032.746634697,2624472.7841881965,2020-05-24T00:40:37Z,2,f
4610394.8505104,2624444.9820937077,2020-05-24T00:40:38Z,20,m
4619957.023250177,2630062.785398954,2020-05-24T00:40:38Z,3,f
4612598.771916208,2633436.024922775,2020-05-24T00:40:39Z,13,f
4616684.9868920455,2628124.0180914747,2020-05-24T00:40:42Z,16,f
4610599.87169884,2624881.404015847,2020-05-24T04:00:32Z,20,m
4612854.629350929,2634027.0951888324,2020-05-24T04:00:38Z,13,f
4609952.295808226,2624562.453094416,2020-05-24T04:00:38Z,2,f
4613037.573660757,2634259.7040502112,2020-05-24T04:00:39Z,15,f
4619383.873211362,2629178.019559403,2020-05-24T04:00:46Z,3,f
4617046.148829611,2628104.6629403024,2020-05-24T04:01:02Z,16,f
4609535.9172778595,2624531.0969946375,2020-05-24T04:01:39Z,8,f
4610115.7424791455,2624571.197329631,2020-05-24T07:20:30Z,8,f
4613035.040527951,2634172.5909010046,2020-05-24T07:20:30Z,13,f
4613155.548258907,2634320.096058216,2020-05-24T07:20:38Z,15,f
4616756.869347312,2628043.3274833057,2020-05-24T07:20:38Z,16,f
4618892.839668255,2628947.2669982947,2020-05-24T07:20:38Z,3,f
4610615.791682025,2624858.0325145517,2020-05-24T07:20:39Z,20,m
4610548.072897984,2624992.0429576696,2020-05-24T07:21:08Z,2,f
4616823.175155466,2628038.722184306,2020-05-24T10:40:20Z,16,f
4610554.192101551,2625026.721120149,2020-05-24T10:40:30Z,2,f
4610134.722848965,2624932.3693095995,2020-05-24T10:40:38Z,8,f
4613235.794995457,2634582.636577831,2020-05-24T10:40:38Z,15,f
4610767.51423568,2624792.7987353993,2020-05-24T10:40:38Z,20,m
4618695.704454875,2628916.1272284533,2020-05-24T10:40:38Z,3,f
4612966.156284883,2633735.402413071,2020-05-24T10:40:38Z,13,f
4610776.049053511,2624808.0838753167,2020-05-24T14:00:27Z,20,m
4618677.264974009,2628936.7998115644,2020-05-24T14:00:27Z,3,f
4613042.127104231,2633819.934397289,2020-05-24T14:00:34Z,13,f
4610122.2880542055,2624907.1283850623,2020-05-24T14:00:35Z,8,f
4613281.843198377,2634610.894287575,2020-05-24T14:00:38Z,15,f
4616804.464365911,2628024.16889335,2020-05-24T14:00:38Z,16,f
4610557.085000324,2624979.7743852288,2020-05-24T14:00:38Z,2,f
4610072.955115726,2624875.3417963167,2020-05-24T17:20:15Z,2,f
4610092.259082014,2624914.084731455,2020-05-24T17:20:25Z,8,f
4610674.360624296,2624828.3513371097,2020-05-24T17:20:26Z,20,m
4616557.388878208,2628256.1181788337,2020-05-24T17:20:29Z,16,f
4612871.130859012,2634046.190097565,2020-05-24T17:20:30Z,13,f
4618711.293225687,2628833.354803514,2020-05-24T17:20:33Z,3,f
4613468.446212329,2633961.148544949,2020-05-24T17:20:36Z,15,f
4619350.715976026,2629457.176092452,2020-05-24T20:40:23Z,3,f
4613376.329087326,2633586.4008281897,2020-05-24T20:40:30Z,15,f
4617105.5378704285,2628310.157099723,2020-05-24T20:40:36Z,16,f
4609927.196460241,2624850.5275660036,2020-05-24T20:40:38Z,8,f
4610082.8017044645,2624500.364214534,2020-05-24T20:40:38Z,20,m
4613114.533562094,2633854.215864774,2020-05-24T20:40:38Z,13,f
4609956.150452876,2624395.911568882,2020-05-24T20:40:38Z,2,f
4617103.590379785,2628357.5780513315,2020-05-25T00:00:11Z,16,f
4613238.112235872,2633677.286910408,2020-05-25T00:00:21Z,13,f
4613303.41846138,2633355.212781301,2020-05-25T00:00:36Z,15,f
4609733.218882265,2624484.6986862253,2020-05-25T00:00:38Z,8,f
4610195.538474331,2624408.522825092,2020-05-25T00:00:38Z,20,m
4610236.018956164,2624450.890292586,2020-05-25T00:00:38Z,2,f
4619494.981550201,2629443.9740430834,2020-05-25T00:00:39Z,3,f
4612916.868854131,2634163.1081099976,2020-05-25T03:20:21Z,13,f
4610654.160772885,2624598.2136869924,2020-05-25T03:20:34Z,20,m
4616885.773418589,2628182.0075726127,2020-05-25T03:20:38Z,16,f
4613249.338311046,2634135.6914991178,2020-05-25T03:21:08Z,15,f
4618989.575744439,2628957.8636252615,2020-05-25T03:21:08Z,3,f
4610644.636939609,2624604.516211301,2020-05-25T03:21:29Z,2,f
4609541.9730696445,2624497.0390760517,2020-05-25T03:21:36Z,8,f
4609826.213828955,2624737.201104551,2020-05-25T06:40:25Z,8,f
4617064.7134535955,2627965.1856719693,2020-05-25T06:40:26Z,16,f
4613015.674843036,2634258.1512739444,2020-05-25T06:40:36Z,15,f
4610816.311439819,2624786.379562086,2020-05-25T06:40:38Z,2,f
4610793.8298336705,2624901.482966176,2020-05-25T06:40:39Z,20,m
4612910.224298392,2634116.092331446,2020-05-25T06:40:39Z,13,f
4618417.02936956,2628838.2874560137,2020-05-25T06:40:56Z,3,f
4612925.869667034,2634359.600690626,2020-05-25T10:00:21Z,15,f
4610779.155188819,2624828.183243624,2020-05-25T10:00:25Z,20,m
4612952.5427800855,2634144.579177745,2020-05-25T10:00:25Z,13,f
4610814.998745987,2624792.252384182,2020-05-25T10:00:37Z,2,f
4618054.526234435,2628974.5937392134,2020-05-25T10:00:38Z,3,f
4610110.697967952,2624887.02175663,2020-05-25T10:00:39Z,8,f
4617045.967322297,2628041.4315866325,2020-05-25T10:00:39Z,16,f
4616960.595871126,2628022.551500673,2020-05-25T13:20:12Z,16,f
4610831.609173847,2624811.3440137077,2020-05-25T13:20:16Z,2,f
4612958.8760088505,2634268.378222907,2020-05-25T13:20:22Z,15,f
4610097.530082861,2624905.0191656244,2020-05-25T13:20:38Z,8,f
4613064.198833251,2633793.0676802406,2020-05-25T13:20:38Z,13,f
4610779.05066965,2624821.38953751,2020-05-25T13:20:39Z,20,m
4618075.782225282,2628940.0643826365,2020-05-25T13:20:39Z,3,f
4618083.0271672895,2628934.079060162,2020-05-25T16:40:22Z,3,f
4616823.568427283,2628110.8748748987,2020-05-25T16:40:26Z,16,f
4610102.491878692,2624917.1513882326,2020-05-25T16:40:30Z,8,f
4610095.566078216,2624873.5231462503,2020-05-25T16:40:30Z,2,f
4610700.439547269,2624787.2546252417,2020-05-25T16:40:32Z,20,m
4613025.364531557,2633782.580482058,2020-05-25T16:40:36Z,13,f
4613246.032079794,2634617.5334144128,2020-05-25T16:40:38Z,15,f
4610047.112494413,2624746.3208226836,2020-05-25T20:00:12Z,8,f
4609821.083583578,2624476.4391852906,2020-05-25T20:00:23Z,2,f
4618323.55717014,2628822.355711196,2020-05-25T20:00:33Z,3,f
4612892.856331084,2633796.9696141034,2020-05-25T20:00:33Z,13,f
4610518.806703737,2624462.756272986,2020-05-25T20:00:38Z,20,m
4613556.632811103,2634424.801019507,2020-05-25T20:00:39Z,15,f
4617380.943719083,2628048.735562207,2020-05-25T20:00:39Z,16,f
4613801.5364657035,2634289.36596913,2020-05-25T23:20:12Z,15,f
4618308.658564424,2628764.2923654118,2020-05-25T23:20:13Z,3,f
4609761.544167946,2624402.1340146116,2020-05-25T23:20:19Z,8,f
4609603.88339076,2623939.3047223445,2020-05-25T23:20:21Z,2,f
4610288.453482211,2624358.5249138675,2020-05-25T23:20:30Z,20,m
4617254.2481987765,2628214.812873259,2020-05-25T23:20:36Z,16,f
4612829.40062853,2633752.9686966287,2020-05-25T23:20:38Z,13,f
4617308.310316381,2628196.420450012,2020-05-26T02:40:30Z,16,f
4609920.996991422,2624478.97653018,2020-05-26T02:40:30Z,20,m
4612890.223058349,2633922.0036558714,2020-05-26T02:40:36Z,13,f
4609697.974446377,2624432.4187720707,2020-05-26T02:40:38Z,8,f
4618326.333134449,2628770.310420426,2020-05-26T02:40:38Z,3,f
4609879.569958546,2624454.3825399303,2020-05-26T02:40:38Z,2,f
4613565.413201816,2634144.362526658,2020-05-26T02:40:45Z,15,f
4616904.774061199,2628059.9492995595,2020-05-26T06:00:22Z,16,f
4610103.583610815,2624902.357507854,2020-05-26T06:00:31Z,8,f
4613055.878187522,2634232.2188947923,2020-05-26T06:00:38Z,15,f
4618394.345233738,2628927.0532168685,2020-05-26T06:00:38Z,3,f
4612903.826376606,2634094.9718592362,2020-05-26T06:00:38Z,13,f
4609754.665707141,2624769.200592947,2020-05-26T06:00:38Z,2,f
4610507.7796903355,2624992.109583105,2020-05-26T06:00:39Z,20,m
4609758.315398628,2624781.26572949,2020-05-26T09:20:21Z,2,f
4618097.326078431,2629038.784982659,2020-05-26T09:20:28Z,3,f
4610105.753388894,2624917.7417322947,2020-05-26T09:20:29Z,8,f
4610555.95862394,2624966.988761127,2020-05-26T09:20:35Z,20,m
4612903.207829468,2634083.9080811488,2020-05-26T09:20:36Z,13,f
4612900.521841292,2634389.2692503734,2020-05-26T09:20:38Z,15,f
4617012.964206583,2628107.598985279,2020-05-26T09:20:39Z,16,f
4612852.366199743,2634406.306980796,2020-05-26T12:40:26Z,15,f
4612960.481470845,2634103.830586985,2020-05-26T12:40:35Z,13,f
4610117.807802422,2624909.021595342,2020-05-26T12:40:36Z,8,f
4617135.00599073,2628200.9504866228,2020-05-26T12:40:37Z,16,f
4618076.61294615,2628933.743166888,2020-05-26T12:40:37Z,3,f
4609993.350741937,2624897.169910646,2020-05-26T12:40:38Z,2,f
4610907.336440614,2624997.6479256684,2020-05-26T12:41:30Z,20,m
4610998.665896434,2625009.5247544637,2020-05-26T16:00:19Z,20,m
4613223.286344153,2634625.695139026,2020-05-26T16:00:20Z,15,f
4610040.216455747,2625003.0775249526,2020-05-26T16:00:25Z,8,f
4618028.5916700885,2628904.921186148,2020-05-26T16:00:30Z,3,f
4616922.147068898,2628098.194391134,2020-05-26T16:00:35Z,16,f
4613099.15676375,2633775.775562963,2020-05-26T16:00:38Z,13,f
4610111.849206749,2624853.138736351,2020-05-26T16:00:39Z,2,f
4613303.431630475,2634834.3451326992,2020-05-26T19:20:24Z,15,f
4611548.507737741,2625351.1771550286,2020-05-26T19:20:24Z,20,m
4617393.649619636,2628048.974952045,2020-05-26T19:20:27Z,16,f
4613331.797254117,2634174.7375766505,2020-05-26T19:20:37Z,13,f
4610111.576108033,2624709.721467422,2020-05-26T19:20:37Z,2,f
4617453.006002926,2628677.085078965,2020-05-26T19:20:38Z,3,f
4609965.699566435,2624633.5639063236,2020-05-26T19:20:39Z,8,f
4612704.920016888,2625632.3784747655,2020-05-26T22:40:23Z,20,m
4613815.996229827,2634337.6357065523,2020-05-26T22:40:30Z,15,f
4609991.117942283,2624482.120619906,2020-05-26T22:40:30Z,2,f
4613374.055106614,2634073.81105301,2020-05-26T22:40:33Z,13,f
4617437.705941932,2628490.437451536,2020-05-26T22:40:35Z,3,f
4609946.203704363,2624528.625823987,2020-05-26T22:40:38Z,8,f
4616795.924341069,2628114.1010457687,2020-05-26T22:40:38Z,16,f
4617479.780707702,2628622.899450292,2020-05-27T02:00:29Z,3,f
4613784.762132986,2634107.3195257913,2020-05-27T02:00:32Z,15,f
4609951.643112555,2624528.0540857934,2020-05-27T02:00:38Z,8,f
4616795.465675836,2628114.501441649,2020-05-27T02:00:38Z,16,f
4612618.602796117,2625361.4942152323,2020-05-27T02:00:38Z,20,m
4613108.709994007,2634134.3814427084,2020-05-27T02:00:38Z,13,f
4609909.166819518,2624465.2222648826,2020-05-27T02:00:38Z,2,f
4612163.084856909,2626014.8424929325,2020-05-27T05:20:21Z,20,m
4609972.136568505,2624787.0528064286,2020-05-27T05:20:22Z,8,f
4618098.412168193,2628889.907414087,2020-05-27T05:20:24Z,3,f
4613244.845269214,2634096.847945749,2020-05-27T05:20:29Z,13,f
4613037.947315727,2634222.8087285482,2020-05-27T05:20:37Z,15,f
4616860.695996988,2628092.0196548295,2020-05-27T05:20:38Z,16,f
4609775.227741204,2624688.36246497,2020-05-27T05:20:55Z,2,f
4616965.601440653,2628094.520570819,2020-05-27T08:40:11Z,16,f
4610136.824747939,2624913.384164802,2020-05-27T08:40:27Z,8,f
4617264.633472629,2628674.882639288,2020-05-27T08:40:36Z,3,f
4612041.82098892,2626055.719012091,2020-05-27T08:40:38Z,20,m
4612899.87575417,2634250.912513553,2020-05-27T08:40:44Z,13,f
4612912.923694554,2634367.419906449,2020-05-27T08:41:04Z,15,f
4609707.587126213,2624812.2032979187,2020-05-27T08:42:31Z,2,f
4609879.9474311005,2624931.280225191,2020-05-27T12:00:19Z,2,f
4617272.710978485,2628714.7653260306,2020-05-27T12:00:28Z,3,f
4612873.972205154,2634429.9079483403,2020-05-27T12:00:38Z,15,f
4612895.014961361,2634215.0205350667,2020-05-27T12:00:38Z,13,f
4611825.574311548,2626190.1639752863,2020-05-27T12:00:39Z,20,m
4610105.220624934,2624909.229192345,2020-05-27T12:00:40Z,8,f
4617168.625964843,2627954.0605280064,2020-05-27T12:01:05Z,16,f
4616804.572577681,2627910.0360486005,2020-05-27T15:20:13Z,16,f
4612841.8287363425,2634424.43371395,2020-05-27T15:20:21Z,13,f
4611852.077126826,2626253.0426949426,2020-05-27T15:20:27Z,20,m
4617871.710340821,2628865.310232393,2020-05-27T15:20:30Z,3,f
4610222.509931159,2624857.077566899,2020-05-27T15:20:32Z,8,f
4612909.797630735,2634536.132441867,2020-05-27T15:20:38Z,15,f
4610119.300217175,2624857.7608510694,2020-05-27T15:20:38Z,2,f
4612704.034760756,2634996.939834275,2020-05-27T18:40:12Z,13,f
4618277.855031579,2628851.7843385837,2020-05-27T18:40:17Z,3,f
4610063.185535371,2624715.3188337106,2020-05-27T18:40:25Z,2,f
4610063.870893186,2624701.352817688,2020-05-27T18:40:38Z,8,f
4616887.283252282,2628339.5044678543,2020-05-27T18:40:38Z,16,f
4612732.478069771,2635093.024480175,2020-05-27T18:40:39Z,15,f
4611556.150561116,2626192.064640914,2020-05-27T18:40:39Z,20,m
4617098.470894934,2628296.63471824,2020-05-27T22:00:11Z,16,f
4609877.290106671,2624119.094737389,2020-05-27T22:00:12Z,2,f
4610139.572748712,2624627.99013015,2020-05-27T22:00:21Z,8,f
